Setting iso_sigma to 0.2
Setting line_sigma to 0
[2026-05-28 14:25:56,488][root][INFO] - {'wandb': {'project': 'mt-map-elites', 'job_type': 'train', 'name': '${now:%Y_%m_%d_%H_%M_%S}', 'mode': 'offline', 'group': '${env.name}', 'tags': ['${name}', '${env.name}']}, 'env': {'name': 'kheperax', 'reward_type': 'final', 'speed_bonus_factor': 1.0, 'episode_length': 200, 'resolution': [64, 64], 'policy_hidden_layer_size': [5], 'map_name': 'standard', 'lasers_return_minus_one_if_out_of_range': False, 'std_noise_wheel_velocities': 0.0, 'std_noise_sensor_measures': 0.0, 'action_scale': 0.025, 'grid_shape': [40, 40], 'min_bd': 0, 'max_bd': 1, 'num_init_cvt_samples': 50000, 'num_centroids': 1024, 'task': {'bd_extractor': 'xy_pos', 'grid_shape': [40, 40], 'min_bd': 0, 'max_bd': 1, 'num_init_cvt_samples': 50000, 'num_centroids': 1024, 'num_descriptors': 2}, 'vmax': 0, 'vmin': -124, 'observation_extraction': {'subsample': True, 'sampling_freq': 4, 'observation_option': 'sensory_data', 'normalize_obs': True, 'max_obs_size': 25}}, 'name': 'aurora_baseline', 'seed': 7, 'backend': 'jax', 'batch_size': 512, 'num_iterations': 2000, 'num_total_steps': 2000000, 'metrics_log_period': 5, 'log_answer_set_geometry': True, 'save_archive_checkpoints': False, 'archive_checkpoint_interval': 100, 'me_repertoire': False, 'iso_sigma': 0.2, 'line_sigma': 0, 'reinit_params': False, 'reinit_opt': True, 'no_csc': False, 'no_training': False, 'csc_orig': False, 'repertoire': 'adaptive', 'max_size': 1024, 'target_size': 922, 'l_value_init': 0.2, 'prop_gain': 0.0001, 'default_update_base': 10, 'model_batch_size': 128, 'hidden_size': 10, 'features': 8, 'model_epoch_period': 200, 'learning_rate': 0.01, 'min_delta_early_stopping': 0.0005, 'loss_type': 'triplet', 'triplet_margin': 0.2, 'triplet_loss_weight': 1, 'margin_auto_adjust': True, 'extinction': False, 'extinction_freq': 10, 'remaining_prop': 0.05, 'post_extinction_snapshot_offset': 5, 'top_k_percent': 20, 'extinction_mode': 'encoder_pre', 'target_extinction_count': 13, 'safe_keep': {'enabled': True, 'remaining_prop': 0.05, 'x_min': 0.0, 'x_max': 0.3, 'y_min_soft': 0.6, 'w_x_range': 1.5, 'w_y_high': 3.0, 'jitter_eps': 1e-06}, 'adaptive_extinction': {'warmup': 50, 'patience': 10, 'alpha': 0.2, 'cooldown': 10, 'd_min_patience': 5, 'd_min_alpha': 0.2, 'd_min_warmup': 25, 'd_min_cooldown': 5, 'd_min_window': 10, 'fitness_window': 10, 'd_min_stagnation_threshold': 0.03, 'fitness_improvement_threshold': 0.05, 'high_d_min_threshold': 0.75, 'high_d_min_patience': 12, 'fitness_patience': 5, 'ramped_prop_min': 0.05, 'ramped_prop_max': 0.4}, 'env_params': {'kheperax': {'iso_sigma': 0.2, 'line_sigma': 0}, 'ant_maze': {'iso_sigma': 0.005, 'line_sigma': 0.05}, 'walker': {'iso_sigma': 0.005, 'line_sigma': 0.05}, 'half_cheetah': {'iso_sigma': 0.005, 'line_sigma': 0.05}}}
[2026-05-28 14:25:56,489][root][INFO] - Training
[2026-05-28 14:25:56,930][jax._src.xla_bridge][INFO] - Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
[2026-05-28 14:25:56,930][jax._src.xla_bridge][INFO] - Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
[2026-05-28 14:25:57,545][root][INFO] - Policy params count (search space): 42
[2026-05-28 14:25:58,043][root][INFO] - AE params count: 1335
[2026-05-28 14:25:58,044][root][INFO] - Algorithm initialization
[2026-05-28 14:26:01,203][root][INFO] - Repertoire initialized in 3.16 seconds
[2026-05-28 14:26:02,652][root][INFO] - Epoch: 1, loss: 0.0000
[2026-05-28 14:26:02,731][root][INFO] - Epoch: 2, loss: 0.0000
[2026-05-28 14:26:02,814][root][INFO] - Epoch: 3, loss: 0.0000
[2026-05-28 14:26:02,886][root][INFO] - Epoch: 4, loss: 0.0000
[2026-05-28 14:26:02,955][root][INFO] - Epoch: 5, loss: 0.0000
[2026-05-28 14:26:03,026][root][INFO] - Epoch: 6, loss: 0.0000
[2026-05-28 14:26:03,095][root][INFO] - Epoch: 7, loss: 0.0000
[2026-05-28 14:26:03,166][root][INFO] - Epoch: 8, loss: 0.0000
[2026-05-28 14:26:03,236][root][INFO] - Epoch: 9, loss: 0.0000
[2026-05-28 14:26:03,306][root][INFO] - Epoch: 10, loss: 0.0000
[2026-05-28 14:26:03,376][root][INFO] - Epoch: 11, loss: 0.0000
[2026-05-28 14:26:03,446][root][INFO] - Epoch: 12, loss: 0.0000
[2026-05-28 14:26:03,446][root][INFO] - Early stopping at epoch: 11
[2026-05-28 14:26:03,637][root][INFO] - Saving initialization snapshot
[2026-05-28 14:26:05,604][root][INFO] - Trigger signal logger writing to /workspace/src/output/final_encoder_pre_seed7/runs/20260528_142603_kheperax_seed7
[2026-05-28 14:26:08,654][root][INFO] - Generation 1/400 - Time: 1.92 seconds
[2026-05-28 14:26:08,661][root][INFO] - {'coverage': '100.00', 'max_fitness': '-14.12', 'passive_coverage': '12.50', 'passive_max_fitness': '-14.12', 'passive_mean_fitness': '-63.99', 'passive_qd_score': '9910.81', 'qd_score': '71692.36', 'mean_fitness_top_k': '-52.16'}
[2026-05-28 14:26:09,622][root][INFO] - Updating AE...
[2026-05-28 14:26:10,446][root][INFO] - Epoch: 1, loss: 5259.1934
[2026-05-28 14:26:10,518][root][INFO] - Epoch: 2, loss: 1027.5396
[2026-05-28 14:26:10,592][root][INFO] - Epoch: 3, loss: 645.5182
[2026-05-28 14:26:10,664][root][INFO] - Epoch: 4, loss: 531.4262
[2026-05-28 14:26:10,737][root][INFO] - Epoch: 5, loss: 491.1161
[2026-05-28 14:26:10,809][root][INFO] - Epoch: 6, loss: 467.7204
[2026-05-28 14:26:10,881][root][INFO] - Epoch: 7, loss: 451.7863
[2026-05-28 14:26:10,953][root][INFO] - Epoch: 8, loss: 441.9986
[2026-05-28 14:26:11,024][root][INFO] - Epoch: 9, loss: 433.6356
[2026-05-28 14:26:11,096][root][INFO] - Epoch: 10, loss: 426.6488
[2026-05-28 14:26:11,168][root][INFO] - Epoch: 11, loss: 421.1127
[2026-05-28 14:26:11,239][root][INFO] - Epoch: 12, loss: 416.5355
[2026-05-28 14:26:11,310][root][INFO] - Epoch: 13, loss: 411.9370
[2026-05-28 14:26:11,382][root][INFO] - Epoch: 14, loss: 408.0495
[2026-05-28 14:26:11,453][root][INFO] - Epoch: 15, loss: 404.3969
[2026-05-28 14:26:11,523][root][INFO] - Epoch: 16, loss: 400.7842
[2026-05-28 14:26:11,595][root][INFO] - Epoch: 17, loss: 397.3119
[2026-05-28 14:26:11,666][root][INFO] - Epoch: 18, loss: 393.9916
[2026-05-28 14:26:11,737][root][INFO] - Epoch: 19, loss: 391.0916
[2026-05-28 14:26:11,809][root][INFO] - Epoch: 20, loss: 388.1453
[2026-05-28 14:26:11,882][root][INFO] - Epoch: 21, loss: 385.4598
[2026-05-28 14:26:11,954][root][INFO] - Epoch: 22, loss: 383.4257
[2026-05-28 14:26:12,026][root][INFO] - Epoch: 23, loss: 380.9143
[2026-05-28 14:26:12,098][root][INFO] - Epoch: 24, loss: 379.1151
[2026-05-28 14:26:12,169][root][INFO] - Epoch: 25, loss: 377.2626
[2026-05-28 14:26:12,241][root][INFO] - Epoch: 26, loss: 375.7634
[2026-05-28 14:26:12,311][root][INFO] - Epoch: 27, loss: 374.2534
[2026-05-28 14:26:12,381][root][INFO] - Epoch: 28, loss: 373.0039
[2026-05-28 14:26:12,451][root][INFO] - Epoch: 29, loss: 371.9051
[2026-05-28 14:26:12,521][root][INFO] - Epoch: 30, loss: 370.9068
[2026-05-28 14:26:12,591][root][INFO] - Epoch: 31, loss: 369.6973
[2026-05-28 14:26:12,661][root][INFO] - Epoch: 32, loss: 368.2417
[2026-05-28 14:26:12,730][root][INFO] - Epoch: 33, loss: 367.1293
[2026-05-28 14:26:12,800][root][INFO] - Epoch: 34, loss: 366.0375
[2026-05-28 14:26:12,870][root][INFO] - Epoch: 35, loss: 364.9126
[2026-05-28 14:26:12,940][root][INFO] - Epoch: 36, loss: 364.0340
[2026-05-28 14:26:13,010][root][INFO] - Epoch: 37, loss: 362.8903
[2026-05-28 14:26:13,080][root][INFO] - Epoch: 38, loss: 361.9182
[2026-05-28 14:26:13,150][root][INFO] - Epoch: 39, loss: 361.0919
[2026-05-28 14:26:13,221][root][INFO] - Epoch: 40, loss: 360.1412
[2026-05-28 14:26:13,291][root][INFO] - Epoch: 41, loss: 358.8403
[2026-05-28 14:26:13,361][root][INFO] - Epoch: 42, loss: 358.1564
[2026-05-28 14:26:13,431][root][INFO] - Epoch: 43, loss: 357.0853
[2026-05-28 14:26:13,501][root][INFO] - Epoch: 44, loss: 356.1498
[2026-05-28 14:26:13,571][root][INFO] - Epoch: 45, loss: 354.8229
[2026-05-28 14:26:13,640][root][INFO] - Epoch: 46, loss: 354.0609
[2026-05-28 14:26:13,711][root][INFO] - Epoch: 47, loss: 353.6666
[2026-05-28 14:26:13,780][root][INFO] - Epoch: 48, loss: 352.1452
[2026-05-28 14:26:13,851][root][INFO] - Epoch: 49, loss: 351.2855
[2026-05-28 14:26:13,920][root][INFO] - Epoch: 50, loss: 349.9175
[2026-05-28 14:26:13,990][root][INFO] - Epoch: 51, loss: 349.0227
[2026-05-28 14:26:14,060][root][INFO] - Epoch: 52, loss: 348.9031
[2026-05-28 14:26:14,130][root][INFO] - Epoch: 53, loss: 346.8603
[2026-05-28 14:26:14,200][root][INFO] - Epoch: 54, loss: 345.9832
[2026-05-28 14:26:14,270][root][INFO] - Epoch: 55, loss: 344.6172
[2026-05-28 14:26:14,341][root][INFO] - Epoch: 56, loss: 344.7276
[2026-05-28 14:26:14,410][root][INFO] - Epoch: 57, loss: 344.8171
[2026-05-28 14:26:14,481][root][INFO] - Epoch: 58, loss: 342.5194
[2026-05-28 14:26:14,551][root][INFO] - Epoch: 59, loss: 340.5562
[2026-05-28 14:26:14,621][root][INFO] - Epoch: 60, loss: 341.7958
[2026-05-28 14:26:14,691][root][INFO] - Epoch: 61, loss: 338.4534
[2026-05-28 14:26:14,761][root][INFO] - Epoch: 62, loss: 338.8854
[2026-05-28 14:26:14,831][root][INFO] - Epoch: 63, loss: 338.4548
[2026-05-28 14:26:14,901][root][INFO] - Epoch: 64, loss: 337.7232
[2026-05-28 14:26:14,971][root][INFO] - Epoch: 65, loss: 338.0113
[2026-05-28 14:26:15,041][root][INFO] - Epoch: 66, loss: 337.4608
[2026-05-28 14:26:15,111][root][INFO] - Epoch: 67, loss: 335.7266
[2026-05-28 14:26:15,182][root][INFO] - Epoch: 68, loss: 336.4578
[2026-05-28 14:26:15,252][root][INFO] - Epoch: 69, loss: 334.7261
[2026-05-28 14:26:15,322][root][INFO] - Epoch: 70, loss: 333.9005
[2026-05-28 14:26:15,392][root][INFO] - Epoch: 71, loss: 334.6304
[2026-05-28 14:26:15,462][root][INFO] - Epoch: 72, loss: 332.7410
[2026-05-28 14:26:15,532][root][INFO] - Epoch: 73, loss: 331.6574
[2026-05-28 14:26:15,602][root][INFO] - Epoch: 74, loss: 332.7017
[2026-05-28 14:26:15,673][root][INFO] - Epoch: 75, loss: 331.5121
[2026-05-28 14:26:15,743][root][INFO] - Epoch: 76, loss: 333.0266
[2026-05-28 14:26:15,813][root][INFO] - Epoch: 77, loss: 330.8825
[2026-05-28 14:26:15,882][root][INFO] - Epoch: 78, loss: 330.8188
[2026-05-28 14:26:15,953][root][INFO] - Epoch: 79, loss: 328.0835
[2026-05-28 14:26:16,023][root][INFO] - Epoch: 80, loss: 329.7270
[2026-05-28 14:26:16,093][root][INFO] - Epoch: 81, loss: 326.6714
[2026-05-28 14:26:16,164][root][INFO] - Epoch: 82, loss: 326.2360
[2026-05-28 14:26:16,234][root][INFO] - Epoch: 83, loss: 324.4676
[2026-05-28 14:26:16,304][root][INFO] - Epoch: 84, loss: 323.6594
[2026-05-28 14:26:16,374][root][INFO] - Epoch: 85, loss: 323.4508
[2026-05-28 14:26:16,444][root][INFO] - Epoch: 86, loss: 322.0443
[2026-05-28 14:26:16,514][root][INFO] - Epoch: 87, loss: 322.3360
[2026-05-28 14:26:16,584][root][INFO] - Epoch: 88, loss: 320.7020
[2026-05-28 14:26:16,654][root][INFO] - Epoch: 89, loss: 319.5790
[2026-05-28 14:26:16,724][root][INFO] - Epoch: 90, loss: 319.8092
[2026-05-28 14:26:16,794][root][INFO] - Epoch: 91, loss: 318.8899
[2026-05-28 14:26:16,864][root][INFO] - Epoch: 92, loss: 317.2322
[2026-05-28 14:26:16,934][root][INFO] - Epoch: 93, loss: 316.3707
[2026-05-28 14:26:17,004][root][INFO] - Epoch: 94, loss: 315.2644
[2026-05-28 14:26:17,074][root][INFO] - Epoch: 95, loss: 316.2398
[2026-05-28 14:26:17,144][root][INFO] - Epoch: 96, loss: 316.1550
[2026-05-28 14:26:17,214][root][INFO] - Epoch: 97, loss: 314.5280
[2026-05-28 14:26:17,284][root][INFO] - Epoch: 98, loss: 312.1214
[2026-05-28 14:26:17,354][root][INFO] - Epoch: 99, loss: 311.4280
[2026-05-28 14:26:17,425][root][INFO] - Epoch: 100, loss: 311.9430
[2026-05-28 14:26:17,496][root][INFO] - Epoch: 101, loss: 307.5261
[2026-05-28 14:26:17,569][root][INFO] - Epoch: 102, loss: 310.3859
[2026-05-28 14:26:17,641][root][INFO] - Epoch: 103, loss: 312.9484
[2026-05-28 14:26:17,712][root][INFO] - Epoch: 104, loss: 314.9188
[2026-05-28 14:26:17,784][root][INFO] - Epoch: 105, loss: 320.3937
[2026-05-28 14:26:17,856][root][INFO] - Epoch: 106, loss: 308.7952
