Setting iso_sigma to 0.2
Setting line_sigma to 0
[2026-05-30 09:23:07,636][root][INFO] - {'wandb': {'project': 'mt-map-elites', 'job_type': 'train', 'name': '${now:%Y_%m_%d_%H_%M_%S}', 'mode': 'offline', 'group': '${env.name}', 'tags': ['${name}', '${env.name}']}, 'env': {'name': 'kheperax', 'reward_type': 'final', 'speed_bonus_factor': 1.0, 'episode_length': 200, 'resolution': [64, 64], 'policy_hidden_layer_size': [5], 'map_name': 'standard', 'lasers_return_minus_one_if_out_of_range': False, 'std_noise_wheel_velocities': 0.0, 'std_noise_sensor_measures': 0.0, 'action_scale': 0.025, 'grid_shape': [40, 40], 'min_bd': 0, 'max_bd': 1, 'num_init_cvt_samples': 50000, 'num_centroids': 1024, 'task': {'bd_extractor': 'xy_pos', 'grid_shape': [40, 40], 'min_bd': 0, 'max_bd': 1, 'num_init_cvt_samples': 50000, 'num_centroids': 1024, 'num_descriptors': 2}, 'vmax': 0, 'vmin': -124, 'observation_extraction': {'subsample': True, 'sampling_freq': 4, 'observation_option': 'sensory_data', 'normalize_obs': True, 'max_obs_size': 25}}, 'name': 'aurora_baseline', 'seed': 20, 'backend': 'jax', 'batch_size': 512, 'num_iterations': 2000, 'num_total_steps': 2000000, 'metrics_log_period': 5, 'log_answer_set_geometry': True, 'save_archive_checkpoints': False, 'archive_checkpoint_interval': 100, 'me_repertoire': False, 'iso_sigma': 0.2, 'line_sigma': 0, 'reinit_params': False, 'reinit_opt': True, 'no_csc': False, 'no_training': False, 'csc_orig': False, 'repertoire': 'adaptive', 'max_size': 1024, 'target_size': 922, 'l_value_init': 0.2, 'prop_gain': 0.0001, 'default_update_base': 10, 'model_batch_size': 128, 'hidden_size': 10, 'features': 8, 'model_epoch_period': 200, 'learning_rate': 0.01, 'min_delta_early_stopping': 0.0005, 'loss_type': 'triplet', 'triplet_margin': 0.2, 'triplet_loss_weight': 1, 'margin_auto_adjust': True, 'extinction': False, 'extinction_freq': 10, 'remaining_prop': 0.05, 'post_extinction_snapshot_offset': 5, 'top_k_percent': 20, 'extinction_mode': 'encoder_post', 'target_extinction_count': 13, 'safe_keep': {'enabled': True, 'mode': 'fitness_coverage', 'remaining_prop': 0.05, 'fitness_coverage': {'n_bins': 5, 'min_per_bin': 'auto', 'neighbor_dist': 0.15}}, 'adaptive_extinction': {'warmup': 50, 'patience': 10, 'alpha': 0.2, 'cooldown': 10, 'd_min_patience': 5, 'd_min_alpha': 0.2, 'd_min_warmup': 25, 'd_min_cooldown': 5, 'd_min_window': 10, 'fitness_window': 10, 'd_min_stagnation_threshold': 0.03, 'fitness_improvement_threshold': 0.05, 'high_d_min_threshold': 0.75, 'high_d_min_patience': 12, 'fitness_patience': 5, 'ramped_prop_min': 0.05, 'ramped_prop_max': 0.4}, 'env_params': {'kheperax': {'iso_sigma': 0.2, 'line_sigma': 0}, 'ant_maze': {'iso_sigma': 0.005, 'line_sigma': 0.05}, 'walker': {'iso_sigma': 0.005, 'line_sigma': 0.05}, 'half_cheetah': {'iso_sigma': 0.005, 'line_sigma': 0.05}}}
[2026-05-30 09:23:07,637][root][INFO] - Training
[2026-05-30 09:23:08,170][jax._src.xla_bridge][INFO] - Unable to initialize backend 'rocm': module 'jaxlib.xla_extension' has no attribute 'GpuAllocatorConfig'
[2026-05-30 09:23:08,170][jax._src.xla_bridge][INFO] - Unable to initialize backend 'tpu': INTERNAL: Failed to open libtpu.so: libtpu.so: cannot open shared object file: No such file or directory
[2026-05-30 09:23:08,866][root][INFO] - Policy params count (search space): 42
[2026-05-30 09:23:09,433][root][INFO] - AE params count: 1335
[2026-05-30 09:23:09,433][root][INFO] - Algorithm initialization
[2026-05-30 09:23:13,492][root][INFO] - Repertoire initialized in 4.06 seconds
[2026-05-30 09:23:15,095][root][INFO] - Epoch: 1, loss: 0.0000
[2026-05-30 09:23:15,174][root][INFO] - Epoch: 2, loss: 0.0000
[2026-05-30 09:23:15,259][root][INFO] - Epoch: 3, loss: 0.0000
[2026-05-30 09:23:15,330][root][INFO] - Epoch: 4, loss: 0.0000
[2026-05-30 09:23:15,401][root][INFO] - Epoch: 5, loss: 0.0000
[2026-05-30 09:23:15,472][root][INFO] - Epoch: 6, loss: 0.0000
[2026-05-30 09:23:15,541][root][INFO] - Epoch: 7, loss: 0.0000
[2026-05-30 09:23:15,614][root][INFO] - Epoch: 8, loss: 0.0000
[2026-05-30 09:23:15,687][root][INFO] - Epoch: 9, loss: 0.0000
[2026-05-30 09:23:15,760][root][INFO] - Epoch: 10, loss: 0.0000
[2026-05-30 09:23:15,836][root][INFO] - Epoch: 11, loss: 0.0000
[2026-05-30 09:23:15,936][root][INFO] - Epoch: 12, loss: 0.0000
[2026-05-30 09:23:15,937][root][INFO] - Early stopping at epoch: 11
[2026-05-30 09:23:16,157][root][INFO] - Saving initialization snapshot
[2026-05-30 09:23:17,708][root][INFO] - Trigger signal logger writing to /workspace/src/output/final_encoder_post_seed20/runs/20260530_092316_kheperax_seed20
[2026-05-30 09:23:21,018][root][INFO] - Generation 1/400 - Time: 2.03 seconds
[2026-05-30 09:23:21,024][root][INFO] - {'coverage': '100.00', 'max_fitness': '-13.17', 'passive_coverage': '12.99', 'passive_max_fitness': '-13.17', 'passive_mean_fitness': '-64.65', 'passive_qd_score': '10210.50', 'qd_score': '72492.04', 'mean_fitness_top_k': '-51.82'}
[2026-05-30 09:23:22,166][root][INFO] - Updating AE...
[2026-05-30 09:23:23,028][root][INFO] - Epoch: 1, loss: 11847.1230
[2026-05-30 09:23:23,101][root][INFO] - Epoch: 2, loss: 2311.6780
[2026-05-30 09:23:23,174][root][INFO] - Epoch: 3, loss: 1314.5020
[2026-05-30 09:23:23,245][root][INFO] - Epoch: 4, loss: 962.7752
[2026-05-30 09:23:23,315][root][INFO] - Epoch: 5, loss: 814.4581
[2026-05-30 09:23:23,384][root][INFO] - Epoch: 6, loss: 731.0466
[2026-05-30 09:23:23,455][root][INFO] - Epoch: 7, loss: 678.1061
[2026-05-30 09:23:23,525][root][INFO] - Epoch: 8, loss: 641.9388
[2026-05-30 09:23:23,595][root][INFO] - Epoch: 9, loss: 618.3835
[2026-05-30 09:23:23,666][root][INFO] - Epoch: 10, loss: 600.3143
[2026-05-30 09:23:23,736][root][INFO] - Epoch: 11, loss: 585.9215
[2026-05-30 09:23:23,807][root][INFO] - Epoch: 12, loss: 572.6023
[2026-05-30 09:23:23,877][root][INFO] - Epoch: 13, loss: 563.1199
[2026-05-30 09:23:23,949][root][INFO] - Epoch: 14, loss: 554.3702
[2026-05-30 09:23:24,021][root][INFO] - Epoch: 15, loss: 546.2480
[2026-05-30 09:23:24,114][root][INFO] - Epoch: 16, loss: 539.5786
[2026-05-30 09:23:24,186][root][INFO] - Epoch: 17, loss: 534.0923
[2026-05-30 09:23:24,256][root][INFO] - Epoch: 18, loss: 528.9846
[2026-05-30 09:23:24,327][root][INFO] - Epoch: 19, loss: 523.6223
[2026-05-30 09:23:24,396][root][INFO] - Epoch: 20, loss: 519.5378
[2026-05-30 09:23:24,467][root][INFO] - Epoch: 21, loss: 515.9416
[2026-05-30 09:23:24,537][root][INFO] - Epoch: 22, loss: 512.4073
[2026-05-30 09:23:24,608][root][INFO] - Epoch: 23, loss: 509.3256
[2026-05-30 09:23:24,679][root][INFO] - Epoch: 24, loss: 506.4309
[2026-05-30 09:23:24,749][root][INFO] - Epoch: 25, loss: 503.8152
[2026-05-30 09:23:24,820][root][INFO] - Epoch: 26, loss: 501.5480
